Full Name,Value(in Euro),Overall,Reactions,Dribbling Total,Passing Total,Positions Played,Best Position,Nationality,Club Name,Position check
Daniel Bîrligea,13.217673557208654,60,58,60,43,ST,ST,Romania,CFR Cluj,1
Leandro Espejo,13.304684934198283,60,46,65,51,"LM,CF",RM,Argentina,Club Atlético Talleres,0
Max Thompson,13.122363377404328,60,54,58,48,"ST,RM",ST,England,Sunderland,0
Benjamin Leneis,13.071070083016778,60,54,62,59,GK,GK,Germany,FC Augsburg,1
Jordan O'Doherty,12.691580461311874,60,60,66,56,"CM,CDM",CAM,Australia,SC East Bengal FC,0
Doğan Can Davas,12.834681304952548,60,56,64,59,"CAM,LW,CM",CAM,Turkey,GZT Giresunspor,0
Jack Moylan,13.217673557208654,60,60,61,56,"ST,LW",CAM,Republic of Ireland,Shelbourne FC,0
Santeri Väänänen,13.304684934198283,60,61,64,55,"CM,CDM",CDM,Finland,HJK Helsinki,0
Joon Beom Kim,13.122363377404328,60,60,64,56,CM,RM,Korea Republic,Sangju Sangmu FC,0
Danny Rose,12.429216196844383,60,56,62,52,ST,ST,England,Stevenage,1
Conor Levingston,12.765688433465597,60,58,55,55,CDM,CDM,Republic of Ireland,Bohemian FC,1
Noah Söderberg,13.304684934198283,60,58,59,56,CM,CM,Sweden,IF Elfsborg,1
Alberto Olaru,12.765688433465597,60,57,56,55,"RWB,RM",RWB,Romania,Petrolul Ploiești,0
Leo Oppermann,13.071070083016778,60,40,65,59,GK,GK,Germany,Hamburger SV,1
Martin Remacle,12.765688433465597,60,56,64,59,"CM,CDM",CAM,Belgium,Universitatea Cluj,0
Mikkel Juhl Andersen,13.17115354157376,60,60,59,55,"RWB,RB",RM,Denmark,Lyngby BK,0
Lucas Halangk,13.217673557208654,60,55,56,53,RB,RB,Germany,Hallescher FC,1
Luke Matheson,13.304684934198283,60,55,59,52,"RB,RWB",RB,England,Wolverhampton Wanderers,0
Alexander Ammitzbøll,12.834681304952548,60,52,61,45,ST,ST,Denmark,Aalesunds FK,1
Jordan Wright,13.071070083016778,60,51,62,58,GK,GK,England,Lincoln City,1
Haiqing Cao,12.301382825334498,60,60,56,42,"LB,RB",LB,China PR,Shijiazhuang Ever Bright F.C.,0
Tommy Smith,11.982929094215963,60,54,51,50,CB,CB,New Zealand,Colchester United,1
Mohammed Tahiri,13.217673557208654,60,62,62,51,ST,CAM,Morocco,Sparta Rotterdam,0
Massamba Ndiaye,13.071070083016778,60,50,64,64,GK,GK,Senegal,Pau FC,1
Abdullah Hawsawi,12.611537753638338,60,61,53,47,"RB,RWB",RB,Saudi Arabia,Damac FC,0
Chris Gloster,13.17115354157376,60,59,60,52,LB,LWB,United States,New York City FC,0
Cameron Dummigan,12.611537753638338,60,54,57,56,"CDM,RB",CDM,Northern Ireland,Derry City,0
Pedro Ortiz Bernat,13.217673557208654,60,58,59,53,"CM,CAM",CAM,Spain,Sevilla FC,0
Youssuf Sylla,13.304684934198283,60,41,63,46,ST,ST,Belgium,SV Zulte Waregem,1
Linus Rosenlöcher,13.17115354157376,60,55,57,49,"LB,LM",LB,Germany,FC Erzgebirge Aue,0
Fabio Markelic,13.217673557208654,60,63,63,59,CM,CM,Austria,SK Austria Klagenfurt,1
Dean Lyness,11.982929094215963,60,56,62,56,GK,GK,England,St. Mirren,1
Qiuming Wang,12.388394202324129,60,59,60,57,"CM,CDM",RM,China PR,Tianjin Jinmen Tiger FC,0
Peter Makrillos,12.611537753638338,60,61,59,56,CM,CM,Australia,GIF Sundsvall,1
Mohammed Majrashi,12.254862809699606,60,53,59,49,"ST,LW",ST,Saudi Arabia,Al Fayha,0
Orkun Özdemir,12.388394202324129,60,40,64,52,GK,GK,Turkey,Ümraniyespor,1
Elio Salazar,13.122363377404328,60,55,61,60,CM,CAM,Bolivia,Club Deportivo Guabirá,0
Tyreik Wright,13.217673557208654,60,50,61,55,"RM,LM",LM,Republic of Ireland,Bradford City,0
Max Cleworth,13.122363377404328,60,57,48,39,CB,CB,England,Wrexham AFC,1
Robin Ungerath,12.89921982609012,60,52,56,40,ST,ST,Germany,SV Ried,1
Pascal Kuiper,13.217673557208654,60,48,62,57,GK,GK,Netherlands,Excelsior,1
Tim Wiesner,12.611537753638338,60,55,60,57,GK,GK,Germany,Sportclub Verl,1
Scott Loach,10.596634733096073,60,56,60,57,GK,GK,England,Derby County,1
Shady Oukhadda,12.834681304952548,60,53,54,44,"RB,CM",RB,Morocco,Modena,0
Raymond Owusu,13.122363377404328,60,52,65,50,ST,ST,Ghana,İstanbulspor,1
Alexander Nybo,12.301382825334498,60,56,61,59,GK,GK,Denmark,Randers FC,1
Abdoulaye Cissoko,13.17115354157376,60,55,46,39,CB,CB,France,Seattle Sounders FC,1
Tymur Puzankov,13.262125319779487,60,48,62,66,GK,GK,Ukraine,Shakhtar Donetsk,1
Dinghao Yan,12.765688433465597,60,56,60,57,"CM,CAM,CDM",CAM,China PR,Guangzhou FC,0
Dioggo Isita,13.262125319779487,60,55,60,56,"RM,RW",RM,Bolivia,Royal Pari,0
Jean Hugonet,13.17115354157376,60,55,43,43,CB,CB,France,Austria Lustenau,1
Sebastian Tounekti,13.262125319779487,60,54,64,53,LM,CAM,Tunisia,FK Haugesund,0
Fabrice Hartmann,13.217673557208654,60,45,63,48,"ST,LM",ST,Germany,Sligo Rovers,0
Diego Vicente Bri Carrazoni,13.345506928718539,60,54,64,59,"LM,RM",CAM,Spain,Atlético de Madrid,0
Mark Shelton,12.691580461311874,60,58,61,58,CM,CDM,England,Hartlepool United,0
Tim Walbrecht,13.217673557208654,60,56,55,50,CDM,CB,Germany,Hannover 96,0
Gustavo Nnachi,13.304684934198283,60,50,59,54,"RM,RW,CAM",RM,Ecuador,LDU Quito,0
Daniel Svensson,13.262125319779487,60,52,60,53,"LB,LWB",LB,Sweden,FC Nordsjælland,0
Hamad Al Jayzani,12.301382825334498,60,52,54,49,"RB,LB",RB,Saudi Arabia,Al Wehda,0
Joider Micolta,13.262125319779487,60,55,63,53,"RM,RW",CAM,Colombia,América de Cali,0
Mohammed Ahmed,11.77528972943772,60,55,57,49,"RB,CB",CB,United Arab Emirates,Al Ain FC,0
Djenahro Nunumete,13.217673557208654,60,59,65,64,"CM,LWB",CAM,Netherlands,SC Heerenveen,0
Colin Rösler,13.17115354157376,60,58,51,40,CB,CB,Norway,Lillestrøm SK,1
Alan Minda,13.345506928718539,60,50,65,48,"LM,RM",RM,Ecuador,Independiente del Valle,0
Ciaran Kelly,12.765688433465597,60,53,50,48,CB,CB,Republic of Ireland,Bohemian FC,1
Ben Azubel,12.429216196844383,60,53,59,40,ST,ST,Israel,Perth Glory,1
Madyen El Jaouhari,12.89921982609012,60,48,61,59,"CAM,CM",CAM,France,FC Annecy,0
Juan Ramón Cáceres,13.304684934198283,60,55,60,55,"CM,CDM",CM,Paraguay,Club Sol de América,0
Nelson Weiper,13.560618308335483,60,58,57,43,ST,ST,Germany,1. FSV Mainz 05,1
Elias Damergy,13.122363377404328,60,57,62,52,GK,GK,Tunisia,Stade Rennais FC,1
Bin Gu,12.388394202324129,60,64,60,58,"CM,CDM",CM,China PR,Zhejiang Professional FC,0
Maxim Gullit,13.262125319779487,60,50,52,47,"LB,CB",CB,Netherlands,SC Cambuur,0
Jhon Solís,13.262125319779487,60,59,61,57,"CM,CDM",CAM,Colombia,Atlético Nacional,0
Christian Acella,13.17115354157376,60,58,65,62,CM,CAM,Italy,US Cremonese,0
Ian Henderson,11.289781913656018,60,63,60,56,ST,ST,England,Rochdale,1
Deandre Kerr,13.262125319779487,60,51,60,52,"RM,CM",ST,Canada,Toronto FC,0
Lewis Warrington,13.262125319779487,60,57,62,58,CM,CAM,England,Fleetwood Town,0
Ollie Tanner,13.217673557208654,60,44,63,51,"RW,LW",LM,England,Cardiff City,0
Ellery Balcombe,13.071070083016778,60,54,62,59,GK,GK,England,Crawley Town,1
Hakim Guenouche,13.17115354157376,60,47,65,48,"LB,LM",LB,France,Austria Lustenau,0
Mohammed Al Sahli,12.388394202324129,60,55,62,54,"LM,ST",LM,Saudi Arabia,Al Khaleej,0
Kristoffer Khazeni,12.524526376648708,60,50,63,62,"CM,LW",CAM,Sweden,IFK Norrköping,0
James Balagizi,13.345506928718539,60,59,64,59,"CM,CAM",CAM,England,Crawley Town,0
Alaa Al Hajji,12.691580461311874,60,52,62,59,"CM,CDM",CAM,Saudi Arabia,Al Wehda,0
Alfie Devine,13.560618308335483,60,58,60,58,"CAM,LW",ST,England,Tottenham Hotspur,0
Mattia Pagliuca,13.217673557208654,60,56,61,52,ST,ST,Italy,Bologna,1
Nicolas Kristof,13.071070083016778,60,39,62,60,GK,GK,Austria,SV Elversberg,1
Guoming Wang,11.695247021764184,60,47,63,56,GK,GK,China PR,Henan Songshan Longmen FC,1
Falko Michel,13.17115354157376,60,58,58,47,"CDM,CM,CB",CB,Germany,Borussia Dortmund II,0
Paddy Kirk,12.691580461311874,60,57,56,48,LB,LB,Republic of Ireland,Sligo Rovers,1
Mohamed Toure,13.262125319779487,60,52,62,50,"ST,LM",ST,Australia,Stade de Reims,0
Sorin Mogoșanu,12.206072645530174,60,46,62,60,GK,GK,Romania,FC U Craiova 1948,1
Saël Kumbedi,13.38472764187182,60,55,61,52,"RB,LB",RB,France,Olympique Lyonnais,0
Javier Nicolas Vallejo,13.262125319779487,60,55,62,58,RW,CAM,Argentina,Club Atlético Independiente,0
Kevin Rauhut,11.695247021764184,60,49,62,63,GK,GK,Germany,Viktoria Köln,1
Óskar Sverrisson,12.301382825334498,60,57,56,46,"LWB,LB",LWB,Iceland,Varbergs BoIS FC,0
Alex Murphy,13.38472764187182,60,53,51,51,"CB,LB",CB,Republic of Ireland,Newcastle United,0
Jesse Daley,12.834681304952548,60,57,64,58,"CM,ST",CM,Australia,Brisbane Roar,0
Michael Kostka,13.217673557208654,60,57,55,54,RB,RB,Germany,Miedź Legnica,1
Tate Schmitt,12.691580461311874,60,60,63,49,"LM,LB",ST,United States,Real Salt Lake,0
Tommaso Cassandro,13.17115354157376,60,58,55,47,"RB,CB",CB,Italy,Cittadella,0
Vinicius Silveira de Mello,13.304684934198283,60,58,65,37,"ST,LW",ST,Brazil,Charlotte FC,0
Naif Hazazi,12.254862809699606,60,53,52,53,"CDM,CM",CB,Saudi Arabia,Al Raed,0
Erhan Erentürk,12.429216196844383,60,45,63,60,GK,GK,Turkey,İttifak Holding Konyaspor,1
Rune Paeshuyse,13.17115354157376,60,51,53,48,"RB,CB,CDM",RB,Belgium,KAS Eupen,0
Leonardo Daniel Ulineia Buta,13.345506928718539,60,60,60,52,"LWB,LM",LM,Portugal,Udinese Calcio,0
Harry Clifton,12.834681304952548,60,68,59,54,"CM,CDM,LM",CDM,Wales,Grimsby Town,0
Ben Whitfield,12.524526376648708,60,53,63,53,LM,LM,England,Barrow,1
Hyuk Jin Jang,12.154779351142624,60,57,58,64,"CM,RM,LM",RM,Korea Republic,Suwon FC,0
Mohammed Al Baqawi,12.524526376648708,60,55,55,53,RB,RB,Saudi Arabia,Al Fayha,1
Shuai Pei,12.254862809699606,60,61,51,53,"CB,CM,CDM",CB,China PR,Shenzhen FC,0
Nazareno Funez,13.304684934198283,60,60,59,46,ST,ST,Argentina,Newell's Old Boys,1
Ismajl Beka,13.17115354157376,60,48,36,36,CB,CB,Kosovo,FC Luzern,1
Julian Dunn,13.17115354157376,60,53,39,34,CB,CB,Canada,Hamarkameratene,1
Lalengmawia Ralte,13.17115354157376,60,54,61,51,"CDM,CM",CDM,India,Mumbai City FC,0
Guillaume Furrer,13.217673557208654,60,58,61,52,"ST,LW",ST,Switzerland,SC Freiburg II,0
Quilindschy Hartman,13.262125319779487,60,55,51,51,LB,LB,Netherlands,Feyenoord,1
Eros Dacaj,12.691580461311874,60,52,63,65,"CM,CAM",CAM,Germany,SV Elversberg,0
Noble Okello,13.17115354157376,60,50,58,53,"CDM,CM",CB,Canada,Toronto FC,0
Sebastian Jarl,13.17115354157376,60,57,56,55,"CDM,CB",CB,Norway,Kristiansund BK,0
TP Rehenesh,12.154779351142624,60,56,59,58,GK,GK,India,Jamshedpur FC,1
Alberto Dossena,13.122363377404328,60,60,41,36,CB,CB,Italy,Cagliari,1
Samuel Ballet,13.217673557208654,60,49,61,50,"LM,ST",ST,Switzerland,FC Winterthur,0
Connor Barron,13.262125319779487,60,61,58,53,"CM,CDM",CDM,Scotland,Aberdeen,0
Ben Knight,13.304684934198283,60,43,68,52,RW,CAM,England,Manchester City,0
Leo Cornic,13.262125319779487,60,54,59,55,RWB,RWB,Norway,Rosenborg BK,1
Abdullah Al Yousef,12.043553716032399,60,53,57,53,LB,LB,Saudi Arabia,Al Adalah,1
Lenny Rodrigues,11.156250521031495,60,52,56,54,"CDM,CM",CDM,India,ATK Mohun Bagan FC,0
Dylan Demuynck,13.262125319779487,60,54,67,52,"LM,LW",CAM,Belgium,SV Zulte Waregem,0
David Quintero,13.071070083016778,60,61,55,63,GK,GK,Colombia,América de Cali,1
Gwang Yeon Lee,12.959844447906553,60,49,63,54,GK,GK,Korea Republic,Gangwon FC,1
Luke Cundle,13.38472764187182,60,58,61,61,"CM,CAM",CAM,England,Swansea City,0
Edwin Valencia,13.17115354157376,60,55,58,54,"ST,RM",ST,Ecuador,Barcelona Sporting Club,0
Felix Wienand,13.17115354157376,60,59,63,54,GK,GK,Germany,Rot-Weiß Essen,1
Mohamed Belhadj Mahmoud,13.071070083016778,60,53,60,59,CDM,CDM,Tunisia,FC Lugano,1
Tyler Onyango,13.345506928718539,60,58,56,59,CM,CM,England,Burton Albion,1
Sofyan Chader,13.122363377404328,60,48,70,54,"RM,LM",CAM,France,FC Luzern,0
Vontae Daley-Campbell,13.262125319779487,60,54,55,50,"RB,RWB",RWB,England,Cardiff City,0
Fahad Ghazi,12.301382825334498,60,62,56,47,LB,LB,Saudi Arabia,Ettifaq FC,1
Alassana Jatta,12.89921982609012,60,55,59,47,"ST,LW",ST,Gambia,Viborg FF,0
Matthieu Sans,11.289781913656018,60,47,38,49,CB,CB,France,FC Annecy,1
Xin Luo,11.982929094215963,60,52,56,54,"CB,RB",CB,China PR,Henan Songshan Longmen FC,0
Samuel Nongoh,13.262125319779487,60,43,66,52,"RM,LM",LM,Cameroon,Adana Demirspor,0
Oliver Fobassam,13.217673557208654,60,51,43,38,CB,CB,Germany,SpVgg Greuther Fürth,1
Andrei Dragu,13.17115354157376,60,51,62,53,"LB,LW",LM,Romania,FC Botoşani,0
Jonathan Grounds,11.289781913656018,60,57,54,53,CB,CB,England,Exeter City,1
Rodrigo Alonso Martín,13.345506928718539,60,58,61,63,CM,CAM,Spain,Villarreal Club de Fútbol B,0
Derry Scherhant,13.304684934198283,60,60,62,51,"ST,LM",ST,Germany,Hertha BSC,0
Dane Murray,13.304684934198283,60,47,59,48,CB,CB,Scotland,Celtic,1
Julian Eseiza,13.17115354157376,60,58,54,48,"LB,LWB",CB,Argentina,Club Atlético Banfield,0
Waleed Hezam Al Anazi,12.429216196844383,60,61,62,60,"CM,CDM",CM,Saudi Arabia,Damac FC,0
Carlos Romero Serrano,13.17115354157376,60,60,52,56,LB,LB,Spain,Villarreal Club de Fútbol B,1
Francisco Marco,13.217673557208654,60,52,40,36,CB,CB,Argentina,Defensa y Justicia,1
Santiago Laquidain,13.262125319779487,60,51,44,41,"LB,CB",CB,Argentina,Club Atlético Aldosivi,0
Simon Thomas,11.695247021764184,60,52,61,57,GK,GK,Canada,Tromsø IL,1
Sebastian Grønning,12.834681304952548,60,59,59,50,ST,ST,Denmark,Aarhus GF,1
Ezequiel Cannavó,13.217673557208654,60,58,61,59,CM,CM,Argentina,Defensa y Justicia,1
Tunahan Taşçı,13.217673557208654,60,57,62,54,"RM,LM",LM,Turkey,Fortuna Sittard,0
Pietro Boer,13.17115354157376,60,41,66,59,GK,GK,Italy,Roma,1
Yong Ji Park,12.429216196844383,60,52,59,56,"ST,RW",ST,Korea Republic,Seongnam FC,0
Jan Sobociński,13.122363377404328,60,58,38,45,CB,CB,Poland,Charlotte FC,1
George Blackwood,12.691580461311874,60,52,58,51,"ST,CAM",ST,Australia,Adelaide United,0
Tolaji Bola,13.17115354157376,60,53,55,46,"LB,LWB",LB,England,Rotherham United,0
Vedat Karakuş,12.691580461311874,60,50,65,54,GK,GK,Turkey,Adana Demirspor,1
Saad Al Khayri,12.388394202324129,60,52,57,45,RB,RB,Saudi Arabia,Al Wehda,1
Ki Hun Yeom,11.289781913656018,60,44,60,67,"CM,LW,ST",CAM,Korea Republic,Suwon Samsung Bluewings,0
Ben Mines,13.217673557208654,60,58,62,56,"RM,CAM",RM,United States,FC Cincinnati,0
Joseph Rosales,13.217673557208654,60,58,64,56,"RM,CM",LM,Honduras,Minnesota United FC,0
David Vogt,13.122363377404328,60,55,58,55,CM,CM,Germany,SV Meppen,1
João Pedro E. Santo Oliveira,13.122363377404328,60,59,64,55,GK,GK,Portugal,Estoril Praia,1
Ronan Coughlan,12.691580461311874,60,59,60,53,ST,ST,Republic of Ireland,St. Patrick's Athletic,1
Felix Schröter,12.611537753638338,60,51,62,49,ST,ST,Germany,FK Jerv,1
Frank Lehmann,11.289781913656018,60,56,60,65,GK,GK,Germany,SV Elversberg,1
Oliver Ross,13.345506928718539,60,56,63,54,CAM,CAM,Denmark,Aalborg BK,1
Paweł Żyra,13.122363377404328,60,58,62,59,"CM,CAM,LM",CAM,Poland,PGE FKS Stal Mielec,0
Matty Smith,12.691580461311874,60,56,62,53,"ST,LM",ST,Scotland,Shelbourne FC,0
Jonathan Barden,12.301382825334498,60,55,58,50,RB,RB,England,Sutton United,1
Hampus Näsström,12.429216196844383,60,54,47,49,"CB,CM",CB,Sweden,IFK Värnamo,0
Brendan Clarke,10.126631103850338,60,54,58,64,GK,GK,Republic of Ireland,Shelbourne FC,1
Caleb Watts,13.217673557208654,60,59,63,59,"CM,CDM",CAM,Australia,Morecambe,0
Bo Zhao,12.254862809699606,60,46,67,53,GK,GK,China PR,Zhejiang Professional FC,1
Lachlan Brook,13.217673557208654,60,42,63,56,"RM,RW",LM,Australia,Crewe Alexandra,0
ZhenQiang Zhang,12.043553716032399,60,58,64,63,GK,GK,China PR,Wuhan FC,1
Mateusz Hewelt,12.524526376648708,60,57,62,56,GK,GK,Poland,Tranmere Rovers,1
James Olayinka,13.304684934198283,60,60,64,58,"CM,CAM,LM",RM,England,Cheltenham Town,0
Alexandru Oroian,13.217673557208654,60,53,64,54,"LW,RW",RM,Romania,AFC Hermannstadt,0
Andy Williams,11.512925464970229,60,61,57,53,ST,ST,England,Walsall,1
Max Mata,13.217673557208654,60,52,57,48,"ST,LW",ST,New Zealand,Sligo Rovers,0
Maximilian Neuberger,13.17115354157376,60,54,49,48,"CB,RB",CB,Germany,FC Ingolstadt 04,0
Richard O'Donnell,11.289781913656018,60,55,60,60,GK,GK,England,Rochdale,1
Devante Rodney,12.765688433465597,60,56,61,51,"ST,LW",ST,England,Rochdale,0
Matty Dolan,12.254862809699606,60,60,61,62,"CB,CDM,CM",CDM,England,Newport County,0
Declan Glass,12.89921982609012,60,58,64,60,CM,CAM,Scotland,Derry City,0
Aaron Zehnter,13.527828485512494,60,54,59,54,"LWB,LM",LWB,Germany,FC Augsburg,0
Eliton Júnior,13.122363377404328,60,50,62,61,"CAM,CM",RM,Brazil,Varbergs BoIS FC,0
Victor Larsson,13.071070083016778,60,54,49,47,"CB,RB",CB,Sweden,IFK Värnamo,0
Jesús Lázaro Owono Ngua Akeng,13.17115354157376,60,53,57,62,GK,GK,Equatorial Guinea,Deportivo Alavés,1
Henri Koudossou,13.217673557208654,60,63,56,61,RM,RM,Germany,Austria Lustenau,1
Xingyu Ma,12.154779351142624,60,62,56,53,"CM,CDM",CDM,China PR,Henan Songshan Longmen FC,0
Wilbert Hernández,12.959844447906553,60,60,57,61,GK,GK,Venezuela,Caracas Fútbol Club,1
Kwang Sun Kwak,10.714417768752456,60,53,55,54,"CB,ST",CB,Korea Republic,Seongnam FC,0
Daniel Vidal Martínez,13.217673557208654,60,58,60,61,CM,CDM,Spain,CD Lugo,0
Joel Filipe Organista da Silva,13.17115354157376,60,58,58,59,CM,CM,Portugal,Boavista FC,1
Antef Tsoungui,13.304684934198283,60,52,39,34,"CB,CDM",CB,Belgium,Brighton & Hove Albion,0
Liberman Torres,13.122363377404328,60,56,55,52,"CDM,CB",CDM,Ecuador,Villarreal Club de Fútbol B,0
Pedro Injai Gomes,13.217673557208654,60,54,40,37,CB,CB,Portugal,Boavista FC,1
Mamady Bangré,13.304684934198283,60,58,64,60,RW,LM,Burkina Faso,US Quevilly Rouen Métropole,0
Alejandro Balboa Bandeira,13.304684934198283,60,62,60,53,CM,CAM,Equatorial Guinea,Deportivo Alavés,0
Denis Tomic,12.89921982609012,60,56,60,55,"ST,RM,LM",ST,Austria,WSG Tirol,0
Louis Jones,13.071070083016778,60,56,60,58,GK,GK,England,Doncaster Rovers,1
Tomás Mendes Mendes,13.217673557208654,60,62,58,54,CM,CM,Spain,Deportivo Alavés,1
Lewis Neilson,13.304684934198283,60,53,47,44,"CB,RB",CB,Scotland,Heart of Midlothian,0
John Mayanga Nekadio,13.122363377404328,60,60,44,38,CB,CB,Congo DR,Standard de Liège,1
Kellan Gordon,12.691580461311874,60,54,58,53,RB,RB,England,Mansfield Town,1
Mateusz Kochalski,13.071070083016778,60,45,59,56,GK,GK,Poland,PGE FKS Stal Mielec,1
Vladyslav Vanat,13.304684934198283,60,55,60,49,ST,ST,Ukraine,Dynamo Kyiv,1
Andrei Patache,11.407564949312402,60,58,56,52,RB,RB,Romania,FC Botoşani,1
Tim Maciejewski,13.262125319779487,60,64,65,55,"RWB,RM",RM,Germany,1. FC Union Berlin,0
Franco Fragueda,13.071070083016778,60,52,60,59,GK,GK,Argentina,Club Atlético Talleres,1
Fahad Al Jumayah,12.388394202324129,60,51,62,61,"RB,RWB,RM",RM,Saudi Arabia,Abha Club,0
Luca Wollschläger,13.38472764187182,60,52,52,42,ST,ST,Germany,Rot-Weiß Essen,1
Jonathan Dubasin,13.217673557208654,60,40,62,58,"LM,ST,RM",RM,Belgium,Albacete BP,0
Josh Flint,13.17115354157376,60,54,56,53,"LB,CB",LB,England,FC Volendam,0
Dejan Vokić,12.691580461311874,60,56,60,59,"CM,CAM",CM,Slovenia,Benevento,0
Paya Pichkah,13.262125319779487,60,52,59,57,"CDM,CM",CDM,Sweden,GIF Sundsvall,0
Marvin De Lima,13.345506928718539,60,59,63,58,LW,RM,France,FC Girondins de Bordeaux,0
Dominik Kisiel,11.695247021764184,60,58,55,57,GK,GK,Poland,VfB Oldenburg,1
George Timotheou,12.691580461311874,60,46,45,44,CB,CB,Australia,Melbourne Victory,1
Walid Ould-Chikh,13.217673557208654,60,56,63,60,"CAM,CM,RB",RM,Netherlands,FC Volendam,0
Jamie Reid,12.524526376648708,60,56,59,49,"ST,LW",ST,Northern Ireland,Stevenage,0
Sonny Carey,13.217673557208654,60,55,59,59,"CAM,CM",CAM,England,Blackpool,0
Ajdin Zeljkovic,12.89921982609012,60,56,61,52,"LM,ST",ST,Sweden,IFK Värnamo,0
Hugo Silva Oliveira,13.262125319779487,60,52,55,42,RB,RB,Portugal,FC Vizela,1
Mark Doyle,12.765688433465597,60,52,60,55,LW,ST,Republic of Ireland,St. Patrick's Athletic,0
Magnus Sjøeng,13.17115354157376,60,44,62,58,GK,GK,Norway,Vålerenga Fotball,1
Sander Risan Mørk,13.217673557208654,60,55,61,61,"CM,CDM",RM,Norway,Sandefjord Fotball,0
Iman Griffith,13.304684934198283,60,42,66,48,"RW,LW",RW,Netherlands,AZ Alkmaar,0
Quinn Sullivan,13.262125319779487,60,51,63,60,"CAM,CM",CAM,United States,Philadelphia Union,0
Alfie Kilgour,12.524526376648708,60,55,51,42,CB,CB,England,Bristol Rovers,1
Lawrence Nicholas,13.217673557208654,60,52,66,59,"CM,CDM,LM",CAM,Nigeria,Fatih Karagümrük S.K.,0
Harry Brockbank,13.071070083016778,60,51,57,46,"RB,CB",CB,England,St. Patrick's Athletic,0
Ben Lhassine Kone,13.217673557208654,60,49,62,57,"CAM,CM",ST,Côte d'Ivoire,Frosinone,0
Georg Strauch,13.17115354157376,60,60,65,58,"CDM,RB",CM,Germany,1. FC Köln,0
Chongqiu Ye,12.254862809699606,60,67,48,58,"CDM,CB",CDM,China PR,Wuhan FC,0
Diego Luna,13.345506928718539,60,59,71,46,"LM,CM",ST,United States,Real Salt Lake,0
Valentin Guillaume,13.217673557208654,60,56,59,59,"CM,CAM,LM",CAM,Belgium,Seraing,0
Aldair Peña,13.071070083016778,60,60,63,55,GK,GK,Venezuela,Estudiantes de Mérida,1
Barış Ekincier,13.217673557208654,60,43,61,57,"LM,RM",RM,Azerbaijan,SV Waldhof Mannheim 07,0
Yunqiu Li,12.100712129872347,60,51,58,51,"RB,LB",RB,China PR,Shanghai Shenhua FC,0
Louis Torres,13.17115354157376,60,49,61,55,LB,LB,France,KSV Cercle Brugge,1
Miguel Acosta,13.071070083016778,60,59,58,59,GK,GK,Argentina,Argentinos Juniors,1
Ben Bobzien,13.345506928718539,60,51,67,53,"RW,LW,CF",CAM,Germany,1. FSV Mainz 05,0
Guillaume Restes,13.458835614025542,60,45,63,62,GK,GK,France,Toulouse Football Club,1
Juan González,13.217673557208654,60,55,58,57,LM,LM,Paraguay,Club Nacional,1
Laurin Ulrich,13.560618308335483,60,56,67,59,"CM,CAM,LM",CAM,Germany,VfB Stuttgart,0
Eduardo Oliveira Borges,13.122363377404328,60,55,40,35,CB,CB,Portugal,GD Chaves,1
Luca Stanga,13.217673557208654,60,55,39,39,CB,CB,Italy,AC Milan,1
Kaito Mizuta,13.122363377404328,60,48,68,52,CF,CAM,Japan,1. FSV Mainz 05,0
David Amoo,12.254862809699606,60,56,62,55,"ST,RW",RW,England,Stevenage,0
Al Hassan Toure,12.765688433465597,60,54,62,52,"LW,ST",ST,Australia,Macarthur FC,0
Adrián Quintela Moya,13.071070083016778,60,51,66,62,GK,GK,Spain,Rayo Vallecano,1
Kristall Máni Ingason,13.304684934198283,60,52,65,62,CF,CAM,Iceland,Rosenborg BK,0
Niccolò Corrado,13.17115354157376,60,58,59,46,LB,LB,Italy,Ternana,1
Sanoussy Ba,13.304684934198283,60,49,64,52,"LWB,LM",LWB,Germany,RB Leipzig,0
Bilal Brahimi,13.217673557208654,60,44,64,57,"LM,CM",LM,France,Stade Malherbe Caen,0
Mathías Martínez,12.429216196844383,60,48,59,59,LM,LM,Paraguay,Club Nacional,1
Ousmane Ba,13.17115354157376,60,48,62,63,GK,GK,Senegal,FC Metz,1
Clyde García,13.345506928718539,60,60,53,55,"CDM,CM",CDM,Venezuela,Deportivo La Guaira FC,0
Damir Ceter,12.765688433465597,60,58,51,35,ST,ST,Colombia,Bari,1
Christian Tapia,13.071070083016778,60,55,59,59,GK,GK,Ecuador,Mushuc Runa,1
Jay Mingi,13.17115354157376,60,58,63,55,"CDM,CM",CDM,England,Portsmouth,0
Oğuzhan Akgün,13.071070083016778,60,64,62,51,"LW,RW",ST,Turkey,Beşiktaş JK,0
Ahmet Karademir,13.262125319779487,60,53,67,57,"LM,RM,CAM",CAM,Turkey,İttifak Holding Konyaspor,0
