,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser
7799,More Than You Know: Finding Financial Wisdom in Unconventional Place,Michael J. Mauboussin,4.09,eng,268.0,1359,48,4/21/2006,Columbia University Press,-,0
7800,Searching for God Knows Wha,Donald Miller,3.92,eng,246.0,23657,692,10/11/2004,Thomas Nelson,-,0
7801,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classi,Robbie Stamp/Paul Simpson,3.9,eng,,155,18,4/22/2005,Newmarket Press,-,0
7802,Different Season,Stephen King,4.35,other,560.0,188,24,10/1/1983,Futura,-,0
7803,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Budd,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,eng,276.0,8606,670,9/5/2006,Harmony,-,0
7804,Jennifer Governmen,Max Barry,3.66,eng,352.0,10771,921,2/5/2004,Abacus,-,0
7805,Mama Da,Gloria Naylor,4.17,eng,312.0,8922,559,4/23/1989,,-,0
7806,A Feather on the Breath of Go,Sigrid Nunez,,eng,192.0,488,66,12/27/2005,Picador,-,0
7807,Mitz The Marmoset of Bloomsbur,Sigrid Nunez,3.92,eng,128.0,134,32,2/15/2007,Soft Skull Press,-,0
7808,War with the Newt,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,4.17,eng,348.0,170,22,10/7/1996,Northwestern University Press,-,0
7809,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmo,Michio Kaku,4.18,eng,361.0,15096,452,2/14/2006,Anchor,-,0
7810,Key Lime Pie Murder,Joanne Fluke,3.85,eng,342.0,10361,531,7/31/2007,Kensington Publishing Corporation,Hannah Swensen,9
7811,Cherry Cheesecake Murder,Joanne Fluke,3.91,eng,382.0,12503,532,2/1/2007,Kensington Publishing Corporation,Hannah Swensen,8
7812,Peach Cobbler Murder,Joanne Fluke,3.92,eng,384.0,11633,554,2/1/2006,Kensington,Hannah Swensen,7
7813,Strawberry Shortcake Murder,Joanne Fluke,3.85,eng,,14668,881,2/2/2002,Kensington,Hannah Swensen,2
7814,Lemon Meringue Pie Murder,Joanne Fluke,3.87,eng,352.0,12820,637,2/1/2004,Kensington,Hannah Swensen,4
7815,Fluke: Or  I Know Why the Winged Whale Sing,Christopher Moore,,eng,321.0,35450,1953,6/15/2004,Harper,-,0
7816,Sugar Cookie Murder,Joanne Fluke,3.75,eng,380.0,11510,691,10/1/2005,Kensington Publishing Corporation,Hannah Swensen,6
7817,Chocolate Chip Cookie Murder,Joanne Fluke,3.71,eng,436.0,31829,1971,9/1/2006,Kensington,Hannah Swensen,1
7818,Blueberry Muffin Murder,Joanne Fluke,3.87,eng,310.0,13669,694,2/1/2003,Kensington,Hannah Swensen,3
7819,The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Communit,Eric H.F. Law,3.77,eng,,115,21,1/1/1993,Chalice Press,-,0
7820,Focus: The Future of Your Company Depends on I,Al Ries/Laura Ries,4.06,eng,320.0,480,28,9/27/2005,Harper Business,-,0
7821,Positioning: The Battle for Your Min,Al Ries/Jack Trout,4.04,other,246.0,126,9,1/18/2001,McGraw-Hill Education,-,0
7822,The 22 Immutable Laws of Marketing: Violate Them at Your Own Ris,Al Ries/Jack Trout,4.05,other,143.0,13851,462,4/27/1994,Harper Business,-,0
7823,Horse Sense: How to Pull Ahead on the Business Trac,Al Ries/Jack Trout,3.82,eng,240.0,40,5,3/1/1992,Plume,-,0
7824,You Suck,Christopher Moore,,eng,328.0,42028,2416,1/16/2007,William Morrow,A Love Story,2
7825,Bloodsucking Fiends,Christopher Moore,3.94,eng,300.0,52843,1868,6/1/2004,HarperCollins,A Love Story,1
7826,Island of the Sequined Love Nu,Christopher Moore,,eng,325.0,27534,1247,5/25/2004,Harper Perennial,-,0
7827,A Dirty Job,Christopher Moore,4.07,other,,90947,5477,3/21/2006,William Morrow,Grim Reaper,1
7828,Practical Demonkeeping,Christopher Moore,3.83,eng,256.0,37206,1353,5/25/2004,Perennial / William Morrow / HarperCollins,Pine Cove,1
7829,The Lust Lizard of Melancholy Cove,Christopher Moore,3.87,other,304.0,29113,1203,5/25/2004,William Morrow Paperbacks,Pine Cove,2
7830,Granta,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,3.94,eng,320.0,2,1,4/1/2013,Granta Books,-,0
7831,Graphic Storytelling and Visual Narrativ,Will Eisner,4.08,other,164.0,1789,30,10/1/1996,Poorhouse Press,-,0
7832,The Best of the Spiri,Will Eisner/Neil Gaiman,3.92,eng,187.0,786,95,11/1/2005,DC Comics,-,0
7833,The Plot: The Secret Story of the Protocols of the Elders of Zio,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,3.74,eng,160.0,1109,134,5/17/2006,W. W. Norton  Company,-,0
7834,Will Eisner Sketchboo,Will Eisner,4.31,eng,,42,2,2/3/2004,Dark Horse Comics,-,0
7835,The Conquering Sword of Conan,Robert E. Howard/Gregory Manchess/Patrice Louinet,4.33,eng,416.0,3697,83,11/29/2005,Del Rey,Conan the Cimmerian,3
7836,Conan and the Demons of Khita,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,3.31,eng,90.0,130,16,7/25/2006,Dark Horse Books,-,0
7837,Call of Cthulhu: Horror Roleplaying,Sandy Petersen/Lynn Willis,4.45,eng,320.0,7011,39,3/30/2005,Chaosium,-,0
7838,The Call of Cthulhu and Other Weird Storie,H.P. Lovecraft,4.22,other,420.0,809,74,7/25/2002,Penguin Books,-,0
7839,The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures,Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,3.71,eng,,41,1,12/1/2002,Chaosium,-,0
7840,Secrets of New York,William    Jones,3.63,eng,180.0,27,2,6/12/2005,Chaosium,-,0
7841,The Keeper's Companion Vol. 1,Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,3.92,eng,208.0,65,1,9/15/2003,Chaosium,-,0
7842,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay,Cody Goodfellow,,eng,189.0,18,0,4/1/2006,Chaosium,-,0
7843,Miskatonic University: Dire Secrets & Campus Life,Sam Johnson/Sandy Antunes,4.12,eng,242.0,38,0,10/12/2005,Chaosium,-,0
7844,Shadows of Yog-Sothoth,Sandy Petersen,3.9,eng,180.0,63,2,8/15/2004,Chaosium,-,0
7845,Song of Cthulhu: Tales of the Spheres Beyond Soun,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,3.67,eng,,45,4,12/3/2005,Chaosium,-,0
7846,Twenty Thousand Leagues Under the Sea,Jules Verne/Anthony Bonner,3.88,eng,394.0,142879,3087,4/1/2002,Barnes & Noble,Extraordinary Voyages,6
7847,One Thousand White Women: The Journals of May Dodd,Jim Fergus,3.88,eng,434.0,100949,7615,2/15/1999,St. Martin's Griffin,One Thousand White Women,1
7848,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Goo,William Easterly,3.83,eng,,4473,232,3/1/2007,Penguin Books,-,0
7849,The Elements of Styl,William Strunk Jr./E.B. White,,other,,53669,2526,9/3/1999,,-,0
7850,Happy Hour at Casa Dracula,Marta Acosta,3.59,other,314.0,2000,238,7/4/2006,Pocket Books,Casa Dracula,1
7851,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Other,Candace Ward,4.02,eng,71.0,469,40,4/22/1997,Dover Publications,-,0
7852,World War II: A Short Histor,Michael J. Lyons,3.9,other,343.0,72,6,6/19/2003,Routledge,-,0
7853,A Short History of World War,James L. Stokesbury,3.95,eng,352.0,353,43,2/1/1981,William Morrow Paperbacks,-,0
7854,Collected Stories  Vol.,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,4.32,eng,453.0,185,11,3/25/2005,Gauntlet Press,-,0
7855,Nightmare At 20 000 Fee,Richard Matheson/Stephen King,4.09,eng,,6502,272,1/5/2002,Tor Books,-,0
7856,Earthboun,Logan Swanson/Richard Matheson,,eng,223.0,527,60,4/16/2005,Tor Books,-,0
7857,Hell Hous,Richard Matheson,3.79,eng,301.0,29779,1488,7/1/2004,Severn House Publishers,-,0
7858,Noir: Three Novels of Suspens,Richard Matheson,3.69,eng,385.0,150,14,10/1/2005,Forge Books,-,0
7859,7 Steps to Midnigh,Richard Matheson,3.48,other,320.0,423,44,7/18/2003,Forge Books,-,0
7860,Due,Richard Matheson/Ray Bradbury,4.04,eng,400.0,1824,71,1/4/2003,Tor Books,-,0
7861,What Dreams May Com,Richard Matheson,3.95,eng,288.0,9298,830,1/1/2004,Tor Books,-,0
7862,Richard Matheson's Hell House  Book,Ian Edginton/Simon Fraser,4.5,eng,48.0,8,0,3/15/2005,IDW Publishing,-,0
7863,Bloodline,Richard Matheson/Mark Dawidziak,,eng,520.0,42,3,1/1/2007,Gauntlet Press,-,0
7864,The Bridegroo,Ha Jin,3.77,eng,240.0,1800,168,9/11/2001,Vintage,-,0
7865,Under the Red Fla,Ha Jin,3.88,eng,224.0,356,28,6/1/1998,Steerforth,-,0
7866,Ocean of Word,Ha Jin,,eng,205.0,419,26,7/28/1998,Vintage,-,0
7867,In the Pon,Ha Jin,3.71,other,160.0,1252,122,1/3/2002,,-,0
7868,That Was Then  This Is No,S.E. Hinton,3.91,other,159.0,26776,1630,4/1/1998,Speak,-,0
7869,Hawkes Harbo,S.E. Hinton,3.13,other,289.0,2157,288,10/1/2005,Tor Books,-,0
7870,The Collection: The Outsiders / Rumble Fish / That Was Then  This Is No,S.E. Hinton,4.45,eng,448.0,507,31,6/1/1995,HarperCollins Publishers,-,0
7871,The Work of Work Servitude  Slavery and Labor in Medieval Englan,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,3.0,eng,240.0,1,0,8/14/1994,Cruithne Press,-,0
7872,Katherin,Anya Seton/Philippa Gregory,4.19,eng,500.0,25552,1637,5/1/2004,Chicago Review Press,-,0
7873,The Fourth of July Stor,Alice Dalgliesh/Marie Nonnast,4.03,eng,32.0,261,19,6/1/1995,Aladdin,-,0
7874,Fourth of July Mice,Bethany Roberts/Doug Cushman,3.24,other,,126,16,5/24/2004,,-,0
7875,Apple Pie 4th of Jul,Janet S. Wong/Margaret Chodos-Irvine,3.72,eng,40.0,325,104,5/1/2006,HMH Books for Young Readers,-,0
7876,4th of July,James Patterson/Maxine Paetro,4.07,eng,448.0,62523,1674,6/1/2006,Vision,Women's Murder Club,4
7877,Virgi,James Patterson,,eng,,307,28,1/1/1980,McGraw-Hill Companies,-,0
7878,Thriller: Stories To Keep You Up All Nigh,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,3.5,eng,,2427,208,5/30/2006,,-,0
7879,Saving the World and Other Extreme Sports,James Patterson,4.15,eng,405.0,80643,2270,5/29/2007,Little  Brown and Company,Maximum Ride,3
7880,1st To Die,James Patterson,4.08,eng,,24,4,2/1/2002,Turtleback Books,The Women's Murder Club,1
7881,How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscrip,James N. Frey,,eng,288.0,323,63,2/12/2004,St. Martin's Press,-,0
7882,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnes,Robert D. Kaplan,3.92,eng,,204,26,3/8/2005,Vintage/Random House (NY),-,0
7883,Balkan Ghosts: A Journey Through Histor,Robert D. Kaplan,3.94,eng,352.0,3080,287,5/1/2005,Picador,-,0
7884,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greec,Robert D. Kaplan,3.92,other,272.0,32,9,2/3/2004,Random House,-,0
7885,El librero de Kabu,Åsne Seierstad,3.76,other,,112,18,11/1/2004,Grupo Océano,-,0
7886,Der Buchhändler aus Kabul: Eine Familiengeschicht,Åsne Seierstad,,other,301.0,1,0,2/1/2003,Claassen Verlag,-,0
7887,Does God Know How to Tie Shoes,Nancy White Carlstrom/Lori McElrath-Eslick,,eng,32.0,0,0,1/31/1997,William B. Eerdmans Publishing Company,-,0
7888,The Ties That Bind: Life's Most Essential Knots and Tie,Susan Oliver/Harry   Bates,3.67,eng,,3,1,10/26/2004,Harry N. Abrams,-,0
7889,The Undomestic Goddes,Sophie Kinsella,3.83,eng,404.0,235032,6613,4/25/2006,Dial Press Trade Paperback,-,0
7890,Girls' Night I,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,3.63,eng,325.0,12765,185,8/25/2004,Red Dress Ink,-,0
7891,Can You Keep a Secret,Sophie Kinsella,3.84,eng,374.0,333613,9326,12/27/2005,Dell Publishing Company,-,0
7892,Crazy For Yo,Jennifer Crusie,3.78,eng,,15184,445,7/11/2004,St. Martin's Paperbacks,-,0
7893,Welcome to Temptation,Jennifer Crusie,3.94,eng,416.0,28903,918,7/11/2004,St. Martin's Paperbacks,Dempseys,1
7894,Faking It,Jennifer Crusie,3.92,eng,448.0,16644,665,7/11/2004,St. Martin's Paperbacks,Dempseys,2
7895,Anyone But Yo,Jennifer Crusie,3.8,eng,283.0,17677,872,11/21/2006,HQN Books,-,0
7896,Getting Rid of Bradle,Jennifer Crusie,,eng,248.0,12528,596,10/25/2001,MIRA,-,0
7897,What The Lady Want,Jennifer Crusie,3.64,eng,256.0,5707,243,10/25/2002,MIRA,-,0
7898,Manhuntin,Jennifer Crusie,3.77,eng,328.0,13317,697,1/30/2007,HQN,-,0
7899,The Unfortunate Miss Fortune,Jennifer Crusie/Eileen Dreyer/Anne Stuart,3.48,eng,391.0,3252,233,9/10/2007,St. Martin's Paperbacks,-,0
7900,La falsificador,Jennifer Crusie/Marina Mariasch,3.92,other,420.0,18,1,9/1/2005,Planeta Publishing,-,0
7901,Die Naschkatze,Jennifer Crusie,,other,480.0,15,1,4/1/2001,,-,0
7902,Coffee at Luke's: An Unauthorized Gilmore Girls Gabfes,Jennifer Crusie/Leah Wilson/Gregory Stevenson,3.55,eng,197.0,926,140,4/10/2007,Smart Pop,-,0
7903,Bueno en la Cam,Jennifer Weiner/Eduardo García Murillo,3.72,other,415.0,4,0,6/1/2003,Umbriel,-,0
7904,Behaving Like Adult,Anna Maxted,3.54,eng,400.0,2729,105,8/3/2004,William Morrow Paperbacks,-,0
7905,Over 100 Truly Astonishing Sex Tip,Anna Maxted,3.44,eng,128.0,9,0,1/1/2000,Carlton Publishing Group,-,0
7906,How to Seduce Your Dream Ma,Anna Maxted,3.89,eng,,9,2,5/2/2000,HarperCollins Publishers Ltd,-,0
7907,Running in Heel,Anna Maxted,3.53,eng,432.0,5826,207,5/28/2002,William Morrow Paperbacks,-,0
7908,Kopfüber ins Glüc,Anna Maxted,3.54,other,512.0,0,0,2/1/2003,Goldmann,-,0
7909,Venice: Tales of the Cit,Michelle Lovric,3.68,eng,464.0,34,3,1/20/2005,Abacus,-,0
7910,Caucasi,Danzy Senna,,eng,413.0,6206,599,2/1/1999,Riverhead Books,-,0
7911,The Talbot Odysse,Nelson DeMille,3.85,eng,544.0,4874,154,7/1/1991,Grand Central Publishing,-,0
7912,The Lion's Game,Nelson DeMille,4.19,eng,720.0,26514,1008,1/1/2002,Grand Central Publishing,John Corey,2
7913,Word of Hono,Nelson DeMille,4.17,eng,880.0,8296,275,9/1/1998,Grand Central Publishing,-,0
7914,Plum Island,Nelson DeMille,4.03,eng,592.0,36285,1662,1/1/2002,,John Corey,1
7915,Spencervill,Nelson DeMille,,eng,,49,6,3/1/2008,Sphere,-,0
7916,Up Countr,Nelson DeMille,4.02,eng,880.0,14537,702,4/1/2003,Vision,-,0
7917,Wolfsbrut,Nelson DeMille,3.85,other,,2,1,4/1/2002,Ullstein,-,0
7918,Night Falls Fast: Understanding Suicid,Kay Redfield Jamison,,eng,432.0,5382,224,10/10/2000,Vintage,-,0
7919,Before Night Fall,Reinaldo Arenas/Dolores M. Koch,4.17,eng,317.0,3158,252,6/15/2001,Serpents Tail,-,0
7920,When True Night Falls,C.S. Friedman,4.14,other,560.0,8188,139,10/4/2005,DAW,The Coldfire Trilogy,2
7921,Nightfal,Anne Stuart,3.87,eng,416.0,981,106,3/1/1995,Onyx,-,0
7922,When Night Fall,Linda  Anderson,3.44,eng,,41,3,10/1/2000,Pocket Books,-,0
7923,Where the Broken Heart Still Beats: The Story of Cynthia Ann Parke,Carolyn Meyer,3.7,eng,,642,80,10/15/1992,HMH Books for Young Readers,-,0
7924,In Cahootz: Sequel to Hoodwinke,Quentin Carter,4.47,eng,243.0,499,11,10/1/2006,,-,0
7925,Earned Value Project Managemen,Quentin W. Fleming/Joel M. Koppelman,3.77,other,232.0,66,7,6/30/2006,Project Management Institute,-,0
7926,Quintessential Tarantin,Edwin Page,3.25,eng,352.0,50,3,10/1/2005,Marion Boyars Publishers Ltd,-,0
7927,The Foundations of Modern Political Thought: Volume One: The Renaissanc,Quentin Skinner,4.36,eng,,12,2,2/15/1979,Cambridge University Press,-,0
7928,On the Road to Tar,Aljean Harmetz,4.0,eng,224.0,29,2,9/1/1996,Harry N. Abrams,-,0
7929,Broken Vessel,Andre Dubus,4.33,eng,195.0,351,45,11/1/1992,David R. Godine Publisher,-,0
7930,In the Bedroom: Seven Storie,Andre Dubus/Todd Field,4.16,eng,148.0,870,74,1/29/2002,Vintage,-,0
7931,Thirteen Moon,Charles Frazier,3.69,eng,422.0,10534,1578,10/3/2006,Random House,-,0
7932,Swimming Upstream: Collaborative Approaches to Watershed Managemen,Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,3.21,eng,344.0,13,1,4/29/2005,The MIT Press,-,0
7933,Story of a Gir,Sara Zarr,3.66,eng,192.0,15106,1558,1/10/2007,Little  Brown Books for Young Readers,-,0
7934,"Approaches to Teaching Atwood's ""the Handmaid's Tale"" and Other Works",Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,3.75,eng,215.0,8,0,1/1/1996,Modern Language Association of America,-,0
7935,The Namesak,Jhumpa Lahiri,3.99,eng,291.0,213178,10160,9/1/2004,Mariner Books,-,0
7936,Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of U,Donna Freitas,3.59,eng,239.0,34,4,9/1/2004,Jossey-Bass,-,0
7937,Full House: The Spread of Excellence from Plato to Darwi,Stephen Jay Gould,3.96,eng,256.0,1630,84,9/16/1997,Three Rivers Press (CA),-,0
7938,Eight Little Piggies: Reflections in Natural Histor,Stephen Jay Gould,4.09,other,480.0,721,17,4/17/1994,W.W. Norton & Company,-,0
7939,Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Tim,Stephen Jay Gould,3.92,eng,240.0,321,19,1/1/1988,Harvard University Press,-,0
7940,The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanitie,Stephen Jay Gould,3.63,eng,288.0,397,29,3/23/2004,Three Rivers Press,-,0
7941,The Panda's Thumb: More Reflections in Natural Histor,Stephen Jay Gould,4.11,eng,,5726,75,8/17/1992,W. W. Norton  Company,-,0
7942,Bully for Brontosaurus: Reflections in Natural Histor,Stephen Jay Gould,4.15,eng,,2608,55,4/17/1992,W. W. Norton  Company,-,0
7943,Hen's Teeth and Horse's Toes: Further Reflections in Natural Histor,Stephen Jay Gould,4.1,eng,413.0,1730,43,4/17/1994,W.W. Norton & Company (NY),-,0
7944,The Richness of Life: The Essential Stephen Jay Goul,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,4.25,eng,672.0,363,29,5/17/2007,W. W. Norton  Company,-,0
7945,The Wheel of Life: A Memoir of Living and Dyin,Elisabeth Kübler-Ross,4.16,eng,288.0,1080,112,6/19/1998,Scribner,-,0
7946,Persuasive Communicatio,James B. Stiff/Paul A. Mongeau,3.31,other,351.0,4,0,10/18/2002,The Guilford Press,-,0
7947,The Spook's Apprentice,Joseph Delaney,,eng,325.0,2956,242,6/30/2005,Red Fox,The Last Apprentice / Wardstone Chronicles,1
7948,Spooks: The Haunting of America: The Private Use of Secret Agent,Jim Hougan,4.12,eng,478.0,24,1,8/1/1978,William Morrow & Company,-,0
7949,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Die,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,3.93,eng,288.0,256,28,9/20/2005,Scribner,-,0
7950,Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospital,Vicki Constantine Croke/Vicki Constantine Croke,3.95,eng,194.0,12,3,11/1/1999,Dutton Adult,-,0
7951,ER Vets: Life in an Animal Emergency Roo,Donna M. Jackson,3.91,eng,96.0,110,33,11/28/2005,HMH Books for Young Readers,-,0
7952,Citizen Gir,Emma McLaughlin/Nicola Kraus,2.4,other,,5415,577,10/4/2005,Washington Square Press,-,0
7953,On the Origin of Species by Means of Natural Selectio,Charles Darwin/Michael T. Ghiselin,3.98,eng,321.0,185,14,6/23/2006,Dover Publications,-,0
7954,The Origin of Species/The Voyage of the Beagl,Charles Darwin/Richard Dawkins,4.15,eng,,513,34,10/14/2003,Everyman's Library,-,0
7955,Genetics and the Origin of Specie,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,4.14,eng,364.0,26,1,7/22/1982,Columbia University Press,-,0
7956,Organized Crim,Michael D. Lyman/Gary W. Potter,3.8,eng,496.0,12,1,7/1/2006,Prentice Hall,-,0
7957,Physics of Fully Ionized Gase,Lyman S. Spitzer Jr.,4.25,eng,192.0,4,1,7/7/2006,Dover Publications,-,0
7958,Criminal Investigation: The Art and the Scienc,Michael D. Lyman,4.21,other,536.0,1,0,10/19/2004,,-,0
7959,A Collection of Rudyard Kipling's Just So Storie,Rudyard Kipling/Christopher Corr,4.09,other,128.0,177,19,10/7/2004,Candlewick,-,0
7960,Just So Storie,Rudyard Kipling,4.09,eng,210.0,39365,824,8/5/2003,Gramercy Books,-,0
7961,If: A Father's Advice to His So,Rudyard Kipling/Charles R. Smith Jr.,,eng,40.0,581,37,3/27/2007,Atheneum Books for Young Readers,-,0
7962,The Waste Lan,T.S. Eliot/Michael North,,eng,,35549,680,12/1/2000,W.W. Norton & Company,-,0
7963,The Annotated Waste Land with Eliot's Contemporary Pros,T.S. Eliot/Lawrence Rainey,4.11,eng,304.0,227,23,8/28/2006,Yale University Press,-,0
7964,The Waste Land and Other Writing,T.S. Eliot/Mary Karr,4.21,eng,272.0,3124,74,1/8/2002,Modern Library,-,0
7965,Climb the Family Tree  Jesse Bear,Nancy White Carlstrom/Bruce Degen,3.49,other,,63,9,7/1/2004,Aladdin,-,0
7966,What a Scare  Jesse Bea,Nancy White Carlstrom/Bruce Degen,,other,32.0,104,21,3/21/2012,Aladdin,-,0
7967,Political Philosophy: A Beginners' Guide for Students and Politician,Adam Swift,3.93,eng,,175,6,8/4/2006,Polity Press,-,0
7968,Liberals and Communitarian,Stephen Mulhall/Adam Swift,4.0,eng,388.0,28,2,5/1/1996,Wiley-Blackwell,-,0
7969,Political Philosophy: A Beginner's Guide for Students and Politician,Adam Swift,3.93,eng,194.0,6,0,10/15/2001,Polity Press,-,0
7970,Seven Men and Two Other,Max Beerbohm,3.88,eng,,58,8,1/9/2001,Carlton Publishing Group,-,0
7971,Dakot,Matt Braun,,eng,306.0,33,5,8/30/2005,St. Martin's Paperbacks,-,0
7972,El Pas,Matt Braun,3.35,eng,,23,4,7/15/1999,St. Martin's Paperbacks,-,0
7973,The Visual Arts: A Histor,Hugh Honour/John Fleming,,eng,960.0,0,0,12/1/2002,Harry N. Abrams,-,0
7974,The Visual Arts: A History  Volume,Hugh Honour/John Fleming,4.0,eng,604.0,6,0,5/27/2005,Prentice Hall,-,0
