title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
The Serial Killers Clu,Jeff Povey,3.22,eng,279.0,109,25,6/22/2006,Warner Books (NY),-,0,6,22,2006,21,1,от 100 до 500 стр.
The Savage Wars Of Peace: Soldiers' Voices 1945-198,Charles Allen,4.5,eng,290.0,1,0,10/1/1990,Michael Joseph Ltd./Penguin Books Ltd.,-,0,10,1,1990,20,1,от 100 до 500 стр.
Dark Water,Linda Hall,3.66,other,,186,25,4/18/2006,Waterbrook Press,Fog Point,1,4,18,2006,21,1,
The Outlaws of Sherwoo,Robin McKinley,3.77,eng,368.0,9043,617,10/4/2005,Ace,-,0,10,4,2005,21,1,от 100 до 500 стр.
Beauty: A Retelling of the Story of Beauty and the Beas,Robin McKinley,4.05,eng,256.0,63876,3744,6/30/1993,HarperCollins,-,0,6,30,1993,20,1,от 100 до 500 стр.
Spindle's En,Robin McKinley,3.81,eng,464.0,189,19,4/3/2003,Corgi Childrens,-,0,4,3,2003,21,1,от 100 до 500 стр.
Imaginary Land,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,eng,256.0,463,19,3/26/1987,Julia MacRae,-,0,3,26,1987,20,9,от 100 до 500 стр.
The Hero and the Crown,Robin McKinley,4.21,eng,227.0,71,7,2/1/1985,,Damar,2,2,1,1985,20,1,от 100 до 500 стр.
Hitty  Her First Hundred Year,Rachel Field/Dorothy P. Lathrop,3.86,eng,256.0,7097,292,9/1/1998,Aladdin,-,0,9,1,1998,20,2,от 100 до 500 стр.
Rachel Field's Hitty: Her First Hundred Year,Rosemary Wells/Susan Jeffers/Rachel Field,4.0,eng,112.0,117,24,10/1/1999,Simon & Schuster,-,0,10,1,1999,20,3,от 100 до 500 стр.
Voting Rights Days,Ellen Weiss/Betina Ogden,4.27,eng,75.0,10,2,3/1/2002,,Hitty's Travels,3,3,1,2002,21,2,до 100 стр.
A Christmas Carol,Malvina G. Vogel/Charles Dickens,4.36,eng,,466,31,1/1/2005,Abdo Publishing Company,-,0,1,1,2005,21,2,
Moon in a Dewdrop: Writings of Zen Master Doge,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,4.28,eng,356.0,997,27,10/31/1995,North Point Press,-,0,10,31,1995,20,15,от 100 до 500 стр.
Dewdrops on a Lotus Leaf: Zen Poems of Ryoka,Ryōkan/John   Stevens,4.58,eng,120.0,183,19,4/13/2004,Shambhala,-,0,4,13,2004,21,2,от 100 до 500 стр.
A Green Desir,Anton Myrer/Alastair Westgarth,,other,576.0,152,9,12/4/2001,Harper Perennial,-,0,12,4,2001,21,2,от 500 до 1000 стр.
The Big Wa,Anton Myrer,3.85,other,512.0,98,9,12/4/2001,Harper Perennial,-,0,12,4,2001,21,1,от 500 до 1000 стр.
I Heard That Song Befor,Mary Higgins Clark,3.82,eng,318.0,545,69,4/3/2007,Simon & Schuster,-,0,4,3,2007,21,1,от 100 до 500 стр.
Santa Cruise: A Holiday Mystery at Se,Mary Higgins Clark/Carol Higgins Clark,,eng,261.0,4844,433,11/14/2006,Scribner,-,0,11,14,2006,21,2,от 100 до 500 стр.
No Place Like Hom,Mary Higgins Clark,,eng,472.0,11128,599,4/1/2006,Pocket Books,-,0,4,1,2006,21,1,от 100 до 500 стр.
Ghost Ship: A Cape Cod Stor,Mary Higgins Clark/Wendell Minor,3.73,eng,,353,38,4/3/2007,Simon  Schuster/Paula Wiseman Books,-,0,4,3,2007,21,2,
Deck the Hall,Mary Higgins Clark/Carol Higgins Clark,,eng,292.0,7116,276,10/1/2001,Pocket Books,-,0,10,1,2001,21,2,от 100 до 500 стр.
On the Street Where You Liv,Mary Higgins Clark/Karin Dufner,3.87,eng,387.0,17988,569,4/1/2002,Pocket Books,-,0,4,1,2002,21,2,от 100 до 500 стр.
Silent Night: The Remarkable Christmas Truce of 191,Stanley Weintraub,3.6,eng,256.0,4041,179,10/30/2001,Pocket Books,-,0,10,30,2001,21,1,от 100 до 500 стр.
Nighttime Is My Tim,Mary Higgins Clark,3.82,eng,434.0,11739,485,4/6/2004,Simon & Schuster Adult Publishing Group,-,0,4,6,2004,21,1,от 100 до 500 стр.
Watchfiends and Rack Screams: Works from the Final Perio,Antonin Artaud/Bernard Bador/Clayton Eshleman,4.25,eng,352.0,261,14,2/1/2004,Exact Change,-,0,2,1,2004,21,3,от 100 до 500 стр.
Inside My Heart: Choosing to Live with Passion and Purpos,Robin McGraw,3.62,eng,221.0,1113,183,9/12/2006,Nelson Books,-,0,9,12,2006,21,1,от 100 до 500 стр.
Lord John and the Brotherhood of the Blade,Diana Gabaldon,3.91,eng,494.0,17271,776,8/28/2007,Delacorte Press,Lord John Grey,2,8,28,2007,21,1,от 100 до 500 стр.
Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,3.25,eng,230.0,28,1,3/1/2006,Pearson,-,0,3,1,2006,21,1,от 100 до 500 стр.
How to Develop Self-Confidence and Influence People by Public Speakin,Dale Carnegie,4.14,eng,256.0,68,1,3/29/1990,Vermilion,-,0,3,29,1990,20,1,от 100 до 500 стр.
The Autobiography of Andrew Carnegie and the Gospel of Wealt,Andrew Carnegie/Gordon Hutner,3.98,eng,,405,45,11/7/2006,Signet,-,0,11,7,2006,21,2,
A Fan's Note,Frederick Exley/Jonathan Yardley,4.08,eng,425.0,81,10,8/5/1997,Modern Library,-,0,8,5,1997,20,2,от 100 до 500 стр.
My Soul to Keep,Tananarive Due,4.17,eng,346.0,3799,361,4/8/1998,,African Immortals,1,4,8,1998,20,1,от 100 до 500 стр.
Joplin's Ghos,Tananarive Due,3.91,eng,496.0,738,72,9/19/2006,Washington Square Press,-,0,9,19,2006,21,1,от 100 до 500 стр.
The Living Blood,Tananarive Due,4.34,other,,1862,124,1/1/2002,Washington Square Press,African Immortals,2,1,1,2002,21,1,
The Good Hous,Tananarive Due,3.94,eng,597.0,2679,365,12/1/2006,Simon & Schuster,-,0,12,1,2006,21,1,от 500 до 1000 стр.
The Prestig,Christopher Priest,3.89,eng,368.0,441,58,10/3/2006,Tor Books,-,0,10,3,2006,21,1,от 100 до 500 стр.
The Mammoth Book of Storms  Shipwrecks and Sea Disaster,Richard Russell Lawrence,,eng,512.0,11,3,10/4/2004,Running Press,-,0,10,4,2004,21,1,от 500 до 1000 стр.
The Stones of Summe,Dow Mossman,3.15,eng,586.0,421,110,2/24/2004,Overlook Press,-,0,2,24,2004,21,1,от 500 до 1000 стр.
The Summer Hous,Jean Stone,3.89,eng,352.0,128,6,4/4/2000,Bantam,-,0,4,4,2000,20,1,от 100 до 500 стр.
Peek-a-Boo!,Roberta Grobel Intrater,3.69,eng,,111,11,10/1/1997,Cartwheel,-,0,10,1,1997,20,1,
The BFG: A Set of Play,Roald Dahl/David Wood,4.26,eng,128.0,518,48,2/1/2007,Puffin Books,-,0,2,1,2007,21,2,от 100 до 500 стр.
Science Notebooks: Writing about Inquir,Lori Fulton/Brian Campbell/Linda Gregg,3.64,eng,112.0,55,6,7/2/2003,Heinemann Educational Books,-,0,7,2,2003,21,3,от 100 до 500 стр.
Interviews with John Kenneth Galbraith,John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,eng,247.0,2,0,2/20/2004,,-,0,2,20,2004,21,4,от 100 до 500 стр.
The Economics of Innocent Fraud: Truth for Our Tim,John Kenneth Galbraith,3.6,other,62.0,225,28,4/26/2004,Houghton Mifflin Harcourt,-,0,4,26,2004,21,1,до 100 стр.
Robin Williams Web Design Worksho,Robin P. Williams/John Tollett/Dave Rohr,3.8,eng,384.0,54,1,8/4/2001,,-,0,8,4,2001,21,3,от 100 до 500 стр.
The Non-Designer's Web Boo,Robin P. Williams/John Tollett,3.66,other,335.0,212,19,9/26/2005,Peachpit Press,-,0,9,26,2005,21,2,от 100 до 500 стр.
Hard Drive: Bill Gates and the Making of the Microsoft Empir,James Wallace/Jim  Erickson,4.11,other,426.0,1234,41,3/26/1993,HarperCollins,-,0,3,26,1993,20,2,от 100 до 500 стр.
Bill Gates: Computer Legend,Sara Barton-Wood,5.0,eng,48.0,0,0,11/1/2001,Raintree,-,0,11,1,2001,21,1,до 100 стр.
Chicken Tre,Stephen Manes,4.39,eng,128.0,96,8,7/1/1989,Bantam Skylark,-,0,7,1,1989,20,1,от 100 до 500 стр.
Make Four Million Dollars by Next Thursday,Stephen Manes/George Ulrich,3.68,eng,87.0,79,12,7/8/1996,,-,0,7,8,1996,20,2,до 100 стр.
Slim Down Cam,Stephen Manes,3.9,eng,176.0,9,2,12/1/1986,Bantam Books,-,0,12,1,1986,20,1,от 100 до 500 стр.
The Boy Who Turned Into a TV Se,Stephen Manes/Michael  Bass,4.0,eng,,8,3,2/1/1984,Avon Books,-,0,2,1,1984,20,2,
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfre,H.W. Brands,4.0,eng,368.0,101,10,6/7/1999,Free Press,-,0,6,7,1999,20,1,от 100 до 500 стр.
The Devil in the Junior Leagu,Linda Francis Lee,3.62,eng,336.0,3852,531,8/22/2006,St. Martin's Press,-,0,8,22,2006,21,1,от 100 до 500 стр.
Prom Anonymou,Blake Nelson,3.42,eng,262.0,462,59,2/15/2007,Speak,-,0,2,15,2007,21,1,от 100 до 500 стр.
The New Rules of High Schoo,Blake Nelson,3.54,other,224.0,46,2,9/9/2004,Speak,-,0,9,9,2004,21,1,от 100 до 500 стр.
Cool Gir,Blake Nelson/Hans Schumacher,3.76,other,298.0,8,1,12/1/2000,Beltz und Gelberg,-,0,12,1,2000,20,2,от 100 до 500 стр.
They Came from Belo,Blake Nelson,3.66,eng,,189,42,6/26/2007,Tor Books,-,0,6,26,2007,21,1,
Use,Blake Nelson,3.37,eng,255.0,81,8,7/15/2003,Versus Press,-,0,7,15,2003,21,1,от 100 до 500 стр.
Exil,Blake Nelson/Francine Kass,3.15,other,288.0,159,14,6/11/1997,Scribner,-,0,6,11,1997,20,2,от 100 до 500 стр.
Girl,Blake Nelson,,other,252.0,2001,198,9/13/1994,Touchstone Books,Girl,1,9,13,1994,20,1,от 100 до 500 стр.
My Side of the Mountain,Jean Craighead George,4.06,eng,192.0,55045,2605,4/12/2004,Puffin Books,Mountain,1,4,12,2004,21,1,от 100 до 500 стр.
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigon,Sophocles/George      Young,,eng,176.0,182,14,6/23/2006,Dover Publications,-,0,6,23,2006,21,2,от 100 до 500 стр.
The Jungl,Upton Sinclair/Earl Lee/Kathleen DeGrave,,eng,335.0,110423,4133,4/1/2003,See Sharp Press,-,0,4,1,2003,21,3,от 100 до 500 стр.
The Jungle Book,Rudyard Kipling/Alev Lytle Croutier,4.02,eng,368.0,78036,692,5/3/2005,Signet Classics,-,0,5,3,2005,21,2,от 100 до 500 стр.
Human Croque,Kate Atkinson,,eng,,6917,548,11/12/1999,,-,0,11,12,1999,20,1,
The Key to Rebecc,Ken Follett/Arto Häilä,3.89,eng,352.0,19339,615,2/4/2003,NAL,-,0,2,4,2003,21,2,от 100 до 500 стр.
Paper Mone,Ken Follett,,eng,286.0,102,17,3/1/1996,MacMillan General Books,-,0,3,1,1996,20,1,от 100 до 500 стр.
Skeleton Coast,Clive Cussler/Jack Du Brul,4.12,eng,,7591,210,10/3/2006,Berkley,Oregon Files,4,10,3,2006,21,2,
Dragon,Clive Cussler,3.92,other,602.0,11450,230,10/31/2006,Pocket Books,Dirk Pitt,10,10,31,2006,21,1,от 500 до 1000 стр.
Dark Watch,Clive Cussler/Jack Du Brul,4.1,eng,,5956,185,10/31/2005,Berkley,Oregon Files,3,10,31,2005,21,2,
Black Wind,Clive Cussler/Dirk Cussler,3.86,eng,639.0,10113,304,6/6/2006,G.P. Putnam's Sons,Dirk Pitt,18,6,6,2006,21,2,от 500 до 1000 стр.
Cyclops,Clive Cussler,3.87,eng,473.0,11750,216,12/1/1986,Pocket Books,Dirk Pitt,8,12,1,1986,20,1,от 100 до 500 стр.
Deep Six,Clive Cussler,3.9,other,535.0,14501,241,1/1/2006,Pocket Books,Dirk Pitt,7,1,1,2006,21,1,от 500 до 1000 стр.
Polar Shift,Clive Cussler/Paul Kemprecos,3.91,eng,504.0,7121,185,8/30/2005,Putnam,NUMA Files,6,8,30,2005,21,2,от 500 до 1000 стр.
Vixen 03,Clive Cussler,3.84,eng,,10238,199,7/25/2006,Bantam,Dirk Pitt,5,7,25,2006,21,1,
The Mediterranean Caper,Clive Cussler,3.78,eng,,15305,494,4/6/2004,G.P. Putnam's Sons,Dirk Pitt,2,4,6,2004,21,1,
The Navigator,Clive Cussler/Paul Kemprecos,3.94,other,437.0,6152,248,6/5/2007,Putnam Publishing Group,NUMA Files,7,6,5,2007,21,2,от 100 до 500 стр.
Golden Buddha,Clive Cussler/Craig Dirgo,3.9,eng,527.0,9171,309,3/24/2005,Penguin Books,Oregon Files,1,3,24,2005,21,2,от 500 до 1000 стр.
Shock Wave,Clive Cussler,4.02,eng,,14019,260,1/1/1996,Downtown Press,Dirk Pitt,13,1,1,1996,20,1,
Raise the Titanic!,Clive Cussler,3.98,eng,545.0,21489,636,2/3/2004,G.P. Putnam's Sons,Dirk Pitt,4,2,3,2004,21,1,от 500 до 1000 стр.
Atlantis Found,Clive Cussler,,eng,,21436,584,10/26/2004,Berkley Trade,Dirk Pitt,15,10,26,2004,21,1,
Muerte Blanc,Clive Cussler/Paul Kemprecos,3.91,other,421.0,2,0,9/6/2005,Debolsillo,-,0,9,6,2005,21,2,от 100 до 500 стр.
Iceberg,Clive Cussler,3.85,eng,340.0,18244,381,3/2/2004,Berkley Books,Dirk Pitt,3,3,2,2004,21,1,от 100 до 500 стр.
Fire Ice,Clive Cussler/Paul Kemprecos,3.92,other,434.0,186,7,6/3/2002,Putnam Adult,NUMA Files,3,6,3,2002,21,2,от 100 до 500 стр.
Lost City,Clive Cussler/Paul Kemprecos,3.9,other,515.0,227,17,7/26/2005,G.P. Putnam's Sons,NUMA Files,5,7,26,2005,21,2,от 500 до 1000 стр.
The Sea Hunters II,Clive Cussler/Craig Dirgo,3.85,other,464.0,1311,37,12/30/2003,,The Sea Hunters,2,12,30,2003,21,2,от 100 до 500 стр.
The Sea Hunters,Clive Cussler/Craig Dirgo,3.82,other,432.0,2004,58,9/1/2003,Pocket Star,The Sea Hunters,1,9,1,2003,21,2,от 100 до 500 стр.
La Ciudad Perdida,Clive Cussler/Paul Kemprecos,3.9,other,,2,0,11/7/2006,Debolsillo,NUMA Files,5,11,7,2006,21,2,
Clive Cussler and Dirk Pitt Reveale,Clive Cussler/Craig Dirgo,3.88,eng,544.0,2066,35,10/1/1998,Pocket Books,-,0,10,1,1998,20,2,от 500 до 1000 стр.
Cliffs Notes on Billy Budd & Type,Mary Ellen Snodgrass,3.5,eng,80.0,3,0,1/24/2003,Cliffs Notes,-,0,1,24,2003,21,1,до 100 стр.
Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 1,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,3.11,eng,1016.0,0,0,9/15/2017,Northwestern Univ Press,-,0,9,15,2017,21,6,от 1000 стр.
Billy Budd  mari,Herman Melville,3.12,other,182.0,9,0,5/14/1987,Gallimard,-,0,5,14,1987,20,1,от 100 до 500 стр.
The Elections of 200,Michael Nelson,4.0,eng,213.0,7,0,3/15/2005,CQ Press,-,0,3,15,2005,21,1,от 100 до 500 стр.
Love Sick: A Smoldering Look at Love  Lust  and Marriag,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,,eng,176.0,71,8,9/1/2005,Harry N. Abrams,-,0,9,1,2005,21,3,от 100 до 500 стр.
Goth-Icky: A Macabre Menagerie of Morbid Monstrositie,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.65,eng,,147,11,9/1/2005,Harry N. Abrams,-,0,9,1,2005,21,3,
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Frien,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,4.0,eng,176.0,56,7,9/1/2006,Harry N. Abrams,-,0,9,1,2006,21,3,от 100 до 500 стр.
Mike Nelson's Death Rat,Michael J. Nelson,,eng,336.0,450,44,4/15/2003,Dey Street Books,-,0,4,15,2003,21,1,от 100 до 500 стр.
Joel on Softwar,Joel Spolsky,4.11,eng,384.0,2981,118,10/28/2004,Apress,-,0,10,28,2004,21,1,от 100 до 500 стр.
Hackers & Painters: Big Ideas from the Computer Ag,Paul Graham/Allen Noren/Matt Hutchinson,4.05,eng,272.0,6572,302,5/25/2004,O'Reilly Media,-,0,5,25,2004,21,3,от 100 до 500 стр.
I  Robot,Isaac Asimov,4.19,eng,224.0,238100,4196,6/1/2004,Spectra,Robot,0,6,1,2004,21,1,от 100 до 500 стр.
I  Robot: The Illustrated Screenpla,Harlan Ellison,4.03,eng,288.0,26,1,5/1/2004,iBooks,-,0,5,1,2004,21,1,от 100 до 500 стр.
The Robots of Dawn,Isaac Asimov,4.16,eng,,31186,866,3/1/1994,Spectra,Robot,3,3,1,1994,20,1,
I. Asimo,Isaac Asimov,4.2,eng,578.0,1729,97,1/1/1995,Bantam,-,0,1,1,1995,20,1,от 500 до 1000 стр.
Asimov's New Guide to Scienc,Isaac Asimov,,eng,896.0,49,1,5/27/1993,Penguin,-,0,5,27,1993,20,1,от 500 до 1000 стр.
Pebble in the Sky,Isaac Asimov,,eng,308.0,14022,452,12/1/1991,Bantam,Galactic Empire,3,12,1,1991,20,1,от 100 до 500 стр.
The Gods Themselve,Isaac Asimov,4.09,eng,288.0,42770,1022,2/10/2000,Millenium,-,0,2,10,2000,20,1,от 100 до 500 стр.
The Stars  Like Dust,Isaac Asimov,3.74,eng,304.0,12547,424,12/1/1991,Spectra,Galactic Empire,1,12,1,1991,20,1,от 100 до 500 стр.
The Currents of Space,Isaac Asimov,,eng,,37,3,1/1/1952,Fawcett crest,Galactic Empire,2,1,1,1952,20,1,
Gold: The Final Science Fiction Collectio,Isaac Asimov/Orson Scott Card,4.0,eng,416.0,2476,85,10/21/2003,Harper Voyager,-,0,10,21,2003,21,2,от 100 до 500 стр.
Asimov's Guide to the Bible: The Old Testamen,Isaac Asimov,4.07,eng,677.0,237,20,11/1/1971,Avon Books (P),-,0,11,1,1971,20,1,от 500 до 1000 стр.
100 Great Fantasy Short Short Storie,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,3.91,eng,395.0,204,19,8/1/1985,Avon,-,0,8,1,1985,20,4,от 100 до 500 стр.
Rock Star Supersta,Blake Nelson,3.61,other,229.0,310,34,4/6/2006,Speak,-,0,4,6,2006,21,1,от 100 до 500 стр.
Writings and Selected Narratives of the Exploration and Settlement of Virgini,John  Smith,3.39,other,,28,3,3/22/2007,Library of America,-,0,3,22,2007,21,1,
John  Paul  George & Be,Lane Smith,,eng,40.0,3500,393,4/1/2006,Little  Brown Books for Young Readers,-,0,4,1,2006,21,1,до 100 стр.
Evolution and the Theory of Game,John Maynard Smith,4.0,eng,234.0,86,5,10/21/1982,Cambridge University Press,-,0,10,21,1982,20,1,от 100 до 500 стр.
The Origins of Life: From the Birth of Life to the Origin of Languag,John Maynard Smith/Eörs Szathmáry,4.13,eng,192.0,43,3,11/26/2000,Oxford University Press  USA,-,0,11,26,2000,20,2,от 100 до 500 стр.
American Genesis: Captain John Smith and the Founding of Virgini,Alden T. Vaughan,3.43,eng,224.0,23,2,8/17/2019,Pearson,-,0,8,17,2019,21,1,от 100 до 500 стр.
Twilight,Stephenie Meyer,3.59,eng,501.0,4597666,94265,9/6/2006,Little  Brown and Company,Twilight,1,9,6,2006,21,1,от 500 до 1000 стр.
Uncle Shelby's ABZ Boo,Shel Silverstein,4.36,eng,80.0,2550,222,9/9/1985,Gallery Books,-,0,9,9,1985,20,1,до 100 стр.
Who Wants a Cheap Rhinoceros,Shel Silverstein,3.96,eng,,1907,124,8/1/2002,Simon  Schuster Books for Young Readers,-,0,8,1,2002,21,1,
Fantastic Beasts and Where to Find Them,Newt Scamander/J.K. Rowling,3.99,eng,128.0,259399,5513,6/1/2001,Arthur A. Levine Books,-,0,6,1,2001,21,2,от 100 до 500 стр.
J.K. Rowling - A Biograph,Sean Smith,3.73,eng,248.0,937,41,5/1/2003,Michael O'Mara Books,-,0,5,1,2003,21,1,от 100 до 500 стр.
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis,Allan Zola Kronzek,4.04,other,,39,1,11/1/2001,Goldmann,-,0,11,1,2001,21,1,
Harry Potter und die Kammer des Schreckens,J.K. Rowling,4.42,other,351.0,26,1,9/30/2000,Carlsen,Harry Potter,2,9,30,2000,20,1,от 100 до 500 стр.
Harry Potter und der Gefangene von Askaban,J.K. Rowling/Rufus Beck,,other,,313,8,8/31/2002,Dhv der Hörverlag,Harry Potter,3,8,31,2002,21,2,
Harry Potter ve Sırlar Odası,J.K. Rowling/Sevin Okyay,4.42,other,403.0,1000,41,10/1/2001,Yapı Kredi Yayınları,Harry Potter,2,10,1,2001,21,2,от 100 до 500 стр.
There are No Children Here: The Story of Two Boys Growing Up in the Other Americ,Alex Kotlowitz,4.27,eng,,12092,837,1/5/1992,Anchor Books,-,0,1,5,1992,20,1,
Infants  Children  and Adolescents,Laura E. Berk,3.64,other,,19,2,9/10/2004,Allyn & Bacon,-,0,9,10,2004,21,1,
Spring Musi,Elvi Rhodes,,eng,464.0,37,5,8/19/1999,Corgi,-,0,8,19,1999,20,1,от 100 до 500 стр.
Scarlet Feathe,Maeve Binchy,,eng,549.0,22812,791,3/1/2002,Signet,-,0,3,1,2002,21,1,от 500 до 1000 стр.
The Lilac Bu,Maeve Binchy,3.62,eng,196.0,9649,297,1/12/2007,Dell,-,0,1,12,2007,21,1,от 100 до 500 стр.
Light a Penny Candl,Maeve Binchy,,eng,832.0,14656,585,5/4/2006,Arrow,-,0,5,4,2006,21,1,от 500 до 1000 стр.
Evening Clas,Maeve Binchy,3.99,other,528.0,35964,855,6/30/2005,Orion Publishing Group,-,0,6,30,2005,21,1,от 500 до 1000 стр.
Circle of Friend,Maeve Binchy/René Huigen/Frans Thomése,4.03,eng,722.0,51839,1396,6/1/2006,Arrow,-,0,6,1,2006,21,3,от 500 до 1000 стр.
Nos rêves de Castelba,Maeve Binchy,3.8,other,434.0,1,0,3/29/1999,Editions du Rocher,-,0,3,29,1999,20,1,от 100 до 500 стр.
Les Saveurs de la vi,Maeve Binchy,,other,893.0,6,1,6/19/2003,Pocket,-,0,6,19,2003,21,1,от 500 до 1000 стр.
Kis,Jill Mansell,3.68,eng,512.0,1587,67,9/7/2000,Headline Review,-,0,9,7,2000,20,1,от 500 до 1000 стр.
Sol,Jill Mansell,3.65,eng,421.0,3362,127,9/2/2002,Headline Review,-,0,9,2,2002,21,1,от 100 до 500 стр.
Two's Compan,Jill Mansell,3.61,eng,448.0,1462,53,10/27/2003,Headline Review,-,0,10,27,2003,21,1,от 100 до 500 стр.
The Dream Kingdom,Cynthia Harrod-Eagles,4.34,eng,640.0,195,7,11/1/2004,Little  Brown Book Group,The Morland Dynasty,26,11,1,2004,21,1,от 500 до 1000 стр.
Falling for Yo,Jill Mansell,3.8,eng,448.0,4816,143,8/16/2004,Headline Review,-,0,8,16,2004,21,1,от 100 до 500 стр.
Millie's Flin,Jill Mansell,,other,512.0,8052,463,8/16/2001,Headline Review,-,0,8,16,2001,21,1,от 500 до 1000 стр.
Sheer Mischie,Jill Mansell,3.82,eng,,2555,102,8/2/2001,Headline Review,-,0,8,2,2001,21,1,
Head Over Heel,Jill Mansell,3.72,other,448.0,3286,128,6/10/1999,,-,0,6,10,1999,20,1,от 100 до 500 стр.
Mixed Double,Jill Mansell,3.71,other,416.0,2087,82,7/2/1998,Headline Review,-,0,7,2,1998,20,1,от 100 до 500 стр.
Méli-mél,Jill Mansell,3.71,other,381.0,5,0,10/31/2002,J'ai Lu,-,0,10,31,2002,21,1,от 100 до 500 стр.
Seven Sunny Day,Chris Manby,3.35,eng,,588,30,4/26/2005,Red Dress Ink,-,0,4,26,2005,21,1,
Girl Meets Ap,Chris Manby,3.46,eng,406.0,553,20,1/5/2004,Coronet,-,0,1,5,2004,21,1,от 100 до 500 стр.
Tales from Shakespear,Charles Lamb/Mary Lamb/Arthur Rackham,,eng,288.0,3097,154,10/26/2007,Penguin Books,-,0,10,26,2007,21,3,от 100 до 500 стр.
Shakespeare's Sonnet,William Shakespeare/Katherine Duncan-Jones,4.25,eng,488.0,70617,614,8/21/1997,Bloomsbury Academic,-,0,8,21,1997,20,2,от 100 до 500 стр.
Love Poems and Sonnet,William Shakespeare,4.34,eng,160.0,5808,64,9/3/1957,Doubleday Books,-,0,9,3,1957,20,1,от 100 до 500 стр.
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and Mor,Charles Boyce/David Allen White,4.35,eng,752.0,153,6,11/10/1991,Delta,-,0,11,10,1991,20,2,от 500 до 1000 стр.
